administration_of_mode,comments,organization_id,report_by_id,reported_value,rollup_mode_id,transit_metric_id,transit_mode_id,year
Direct Operated,,26,,709482,1,3,1,2018
Direct Operated,,26,,743835,1,4,1,2018
Direct Operated,,26,,966034,1,5,1,2018
Direct Operated,,26,,159860,1,6,1,2018
Direct Operated,,26,,53,1,8,1,2018
Direct Operated,,26,,6585706,1,9,1,2018
Direct Operated,,26,,607456,1,10,1,2018
Direct Operated,,25,,142321,1,1,1,2017
Direct Operated,,25,,150231,1,2,1,2017
Direct Operated,,25,,2014058,1,3,1,2017
Direct Operated,,25,,2236649,1,4,1,2017
Direct Operated,,25,,4602021,1,5,1,2017
Direct Operated,,25,,427091,1,6,1,2017
Direct Operated,,25,,179.28,1,8,1,2017
Direct Operated,,25,,20029380,1,9,1,2017
Direct Operated,,25,,2564869,1,10,1,2017
Direct Operated,,25,,131757,1,1,1,2016
Direct Operated,,25,,139812,1,2,1,2016
Direct Operated,,25,,1831845,1,3,1,2016
Direct Operated,,25,,1980857,1,4,1,2016
Direct Operated,,25,,4701668,1,5,1,2016
Direct Operated,,25,,391155,1,6,1,2016
Direct Operated,,25,,166.2,1,8,1,2016
Direct Operated,,25,,18163451,1,9,1,2016
Direct Operated,,25,,3733339,1,10,1,2016
Direct Operated,,25,,131391,1,1,1,2015
Direct Operated,,25,,139260,1,2,1,2015
Direct Operated,,25,,1826686,1,3,1,2015
Direct Operated,,25,,1977926,1,4,1,2015
Direct Operated,,25,,4934429,1,5,1,2015
Direct Operated,,25,,390327,1,6,1,2015
Direct Operated,,25,,133.3,1,8,1,2015
Direct Operated,,25,,17335960,1,9,1,2015
Direct Operated,,25,,3695725,1,10,1,2015
Direct Operated,,25,,129869,1,1,1,2014
Direct Operated,,25,,137817,1,2,1,2014
Direct Operated,,25,,1788497,1,3,1,2014
Direct Operated,,25,,1951472,1,4,1,2014
Direct Operated,,25,,4972217,1,5,1,2014
Direct Operated,,25,,382083,1,6,1,2014
Direct Operated,,25,,108,1,8,1,2014
Direct Operated,,25,,16415896,1,9,1,2014
Direct Operated,,25,,3653208,1,10,1,2014
Direct Operated,,25,,130117,1,1,1,2013
Direct Operated,,25,,138051,1,2,1,2013
Direct Operated,,25,,1777273,1,3,1,2013
Direct Operated,,25,,1940462,1,4,1,2013
Direct Operated,,25,,4986650,1,5,1,2013
Direct Operated,,25,,378548,1,6,1,2013
Direct Operated,,25,,108,1,8,1,2013
Direct Operated,,25,,15374104,1,9,1,2013
Direct Operated,,25,,3682566,1,10,1,2013
Direct Operated,,25,,129135,1,1,1,2012
Direct Operated,,25,,136801,1,2,1,2012
Direct Operated,,25,,1771998,1,3,1,2012
Direct Operated,,25,,1931508,1,4,1,2012
Direct Operated,,25,,4934530,1,5,1,2012
Direct Operated,,25,,389294,1,6,1,2012
Direct Operated,,25,,3419229,1,10,1,2012
Direct Operated,,25,,125386,1,1,1,2011
Direct Operated,,25,,132175,1,2,1,2011
Direct Operated,,25,,1735209,1,3,1,2011
Direct Operated,,25,,1892281,1,4,1,2011
Direct Operated,,25,,5089931,1,5,1,2011
Direct Operated,,25,,379407,1,6,1,2011
Direct Operated,,25,,104,1,8,1,2011
Direct Operated,,25,,14259747,1,9,1,2011
Direct Operated,,25,,2760939,1,10,1,2011
Direct Operated,,25,,98148,1,1,1,2005
Direct Operated,,25,,102600,1,2,1,2005
Direct Operated,,25,,1335308,1,3,1,2005
Direct Operated,,25,,1446606,1,4,1,2005
Direct Operated,,25,,3382349,1,5,1,2005
Direct Operated,,25,,307933,1,6,1,2005
Direct Operated,,25,,124.4,1,8,1,2005
Direct Operated,,25,,11512148,1,9,1,2005
Direct Operated,,25,,1098947,1,10,1,2005
Direct Operated,,25,,122560,1,1,1,2006
Direct Operated,,25,,128232,1,2,1,2006
Direct Operated,,25,,1665434,1,3,1,2006
Direct Operated,,25,,1808212,1,4,1,2006
Direct Operated,,25,,3493303,1,5,1,2006
Direct Operated,,25,,323031,1,6,1,2006
Direct Operated,,25,,24799,1,7,1,2006
Direct Operated,,25,,143.5,1,8,1,2006
Direct Operated,,25,,13272488,1,9,1,2006
Direct Operated,,25,,904048,1,10,1,2006
Direct Operated,,25,,127437,1,1,1,2007
Direct Operated,,25,,133005,1,2,1,2007
Direct Operated,,25,,1738466,1,3,1,2007
Direct Operated,,25,,1880546,1,4,1,2007
Direct Operated,,25,,3946135,1,5,1,2007
Direct Operated,,25,,344186,1,6,1,2007
Direct Operated,,25,,13997,1,7,1,2007
Direct Operated,,25,,172.2,1,8,1,2007
Direct Operated,,25,,14774725,1,9,1,2007
Direct Operated,,25,,1089636,1,10,1,2007
Direct Operated,,25,,139100,1,1,1,2008
Direct Operated,,25,,145200,1,2,1,2008
Direct Operated,,25,,1902962,1,3,1,2008
Direct Operated,,25,,2083704,1,4,1,2008
Direct Operated,,25,,4945900,1,5,1,2008
Direct Operated,,25,,415892,1,6,1,2008
Direct Operated,,25,,11460,1,7,1,2008
Direct Operated,,25,,162.2,1,8,1,2008
Direct Operated,,25,,15397926,1,9,1,2008
Direct Operated,,25,,1273068,1,10,1,2008
Direct Operated,,25,,140217,1,1,1,2009
Direct Operated,,25,,148693,1,2,1,2009
Direct Operated,,25,,1915082,1,3,1,2009
Direct Operated,,25,,2085352,1,4,1,2009
Direct Operated,,25,,5623158,1,5,1,2009
Direct Operated,,25,,429899,1,6,1,2009
Direct Operated,,25,,172,1,8,1,2009
Direct Operated,,25,,15161260,1,9,1,2009
Direct Operated,,25,,1384476,1,10,1,2009
Direct Operated,,25,,135071,1,1,1,2010
Direct Operated,,25,,143783,1,2,1,2010
Direct Operated,,25,,1853845,1,3,1,2010
Direct Operated,,25,,2015689,1,4,1,2010
Direct Operated,,25,,4886748,1,5,1,2010
Direct Operated,,25,,413162,1,6,1,2010
Direct Operated,,25,,119,1,8,1,2010
Direct Operated,,25,,14812684,1,9,1,2010
Direct Operated,,25,,2308795,1,10,1,2010
Direct Operated,,25,,148483,1,1,1,2018
Direct Operated,,25,,157391,1,2,1,2018
Direct Operated,,25,,2115221,1,3,1,2018
Direct Operated,,25,,2284145,1,4,1,2018
Direct Operated,,25,,4542536,1,5,1,2018
Direct Operated,,25,,444920,1,6,1,2018
Direct Operated,,25,,185.52,1,8,1,2018
Direct Operated,,25,,20710755,1,9,1,2018
Direct Operated,,25,,2507904,1,10,1,2018
Direct Operated,,24,,25338,1,1,1,2017
Direct Operated,,24,,26352,1,2,1,2017
Direct Operated,,24,,304935,1,3,1,2017
Direct Operated,,24,,327783,1,4,1,2017
Direct Operated,,24,,637617,1,5,1,2017
Direct Operated,,24,,65667,1,6,1,2017
Direct Operated,,24,,6214,1,5,1,2017
Direct Operated,,24,,26.4,1,8,1,2017
Direct Operated,,24,,2928589,1,9,1,2017
Direct Operated,,24,,155772,1,10,1,2017
Direct Operated,,24,,25012,1,1,1,2016
Direct Operated,,24,,26012,1,2,1,2016
Direct Operated,,24,,306204,1,3,1,2016
Direct Operated,,24,,324922,1,4,1,2016
Direct Operated,,24,,625522,1,5,1,2016
Direct Operated,,24,,66875,1,6,1,2016
Direct Operated,,24,,9713,1,5,1,2016
Direct Operated,,24,,26.3,1,8,1,2016
Direct Operated,,24,,2808278,1,9,1,2016
Direct Operated,,24,,148726,1,10,1,2016
Direct Operated,,24,,25551,1,1,1,2015
Direct Operated,,24,,26620,1,2,1,2015
Direct Operated,,24,,310448,1,3,1,2015
Direct Operated,,24,,324391,1,4,1,2015
Direct Operated,,24,,662920,1,5,1,2015
Direct Operated,,24,,65821,1,6,1,2015
Direct Operated,,24,,10457,1,5,1,2015
Direct Operated,,24,,26.2,1,8,1,2015
Direct Operated,,24,,2661449,1,9,1,2015
Direct Operated,,24,,153709,1,10,1,2015
Direct Operated,,24,,25957,1,1,1,2014
Direct Operated,,24,,26968,1,2,1,2014
Direct Operated,,24,,307619,1,3,1,2014
Direct Operated,,24,,326608,1,4,1,2014
Direct Operated,,24,,729162,1,5,1,2014
Direct Operated,,24,,65280,1,6,1,2014
Direct Operated,,24,,10073,1,5,1,2014
Direct Operated,,24,,25.6,1,8,1,2014
Direct Operated,,24,,2555478,1,9,1,2014
Direct Operated,,24,,162851,1,10,1,2014
Direct Operated,,24,,26346,1,1,1,2013
Direct Operated,,24,,27342,1,2,1,2013
Direct Operated,,24,,308256,1,3,1,2013
Direct Operated,,24,,322868,1,4,1,2013
Direct Operated,,24,,648602,1,5,1,2013
Direct Operated,,24,,63516,1,6,1,2013
Direct Operated,,24,,8617,1,5,1,2013
Direct Operated,,24,,25.4,1,8,1,2013
Direct Operated,,24,,2472071,1,9,1,2013
Direct Operated,,24,,214711,1,10,1,2013
Direct Operated,,24,,26124,1,1,1,2012
Direct Operated,,24,,27113,1,2,1,2012
Direct Operated,,24,,306840,1,3,1,2012
Direct Operated,,24,,315752,1,4,1,2012
Direct Operated,,24,,591720,1,5,1,2012
Direct Operated,,24,,61797,1,6,1,2012
Direct Operated,,24,,196891,1,10,1,2012
Direct Operated,,24,,25190,1,1,1,2011
Direct Operated,,24,,25920,1,2,1,2011
Direct Operated,,24,,304323,1,3,1,2011
Direct Operated,,24,,314080,1,4,1,2011
Direct Operated,,24,,583539,1,5,1,2011
Direct Operated,,24,,61726,1,6,1,2011
Direct Operated,,24,,9570,1,5,1,2011
Direct Operated,,24,,25.3,1,8,1,2011
Direct Operated,,24,,2261517,1,9,1,2011
Direct Operated,,24,,210536,1,10,1,2011
Direct Operated,,24,,24542,1,1,1,2005
Direct Operated,,24,,25651,1,2,1,2005
Direct Operated,,24,,268104,1,3,1,2005
Direct Operated,,24,,280296,1,4,1,2005
Direct Operated,,24,,484055,1,5,1,2005
Direct Operated,,24,,33184,1,6,1,2005
Direct Operated,,24,,24522,1,5,1,2005
Direct Operated,,24,,26.3,1,8,1,2005
Direct Operated,,24,,1796120,1,9,1,2005
Direct Operated,,24,,148129,1,10,1,2005
Direct Operated,,24,,24481,1,1,1,2006
Direct Operated,,24,,25552,1,2,1,2006
Direct Operated,,24,,271708,1,3,1,2006
Direct Operated,,24,,281356,1,4,1,2006
Direct Operated,,24,,593824,1,5,1,2006
Direct Operated,,24,,36883,1,6,1,2006
Direct Operated,,24,,18360,1,5,1,2006
Direct Operated,,24,,26.4,1,8,1,2006
Direct Operated,,24,,1829833,1,9,1,2006
Direct Operated,,24,,113052,1,10,1,2006
Direct Operated,,24,,25190,1,1,1,2007
Direct Operated,,24,,26227,1,2,1,2007
Direct Operated,,24,,273442,1,3,1,2007
Direct Operated,,24,,282987,1,4,1,2007
Direct Operated,,24,,681178,1,5,1,2007
Direct Operated,,24,,58124,1,6,1,2007
Direct Operated,,24,,8216,1,5,1,2007
Direct Operated,,24,,25.1,1,8,1,2007
Direct Operated,,24,,1999874,1,9,1,2007
Direct Operated,,24,,97030,1,10,1,2007
Direct Operated,,24,,25338,1,1,1,2008
Direct Operated,,24,,26351,1,2,1,2008
Direct Operated,,24,,293454,1,3,1,2008
Direct Operated,,24,,302954,1,4,1,2008
Direct Operated,,24,,719049,1,5,1,2008
Direct Operated,,24,,61999,1,6,1,2008
Direct Operated,,24,,8069,1,5,1,2008
Direct Operated,,24,,26.3,1,8,1,2008
Direct Operated,,24,,2032327,1,9,1,2008
Direct Operated,,24,,112846,1,10,1,2008
Direct Operated,,24,,25329,1,1,1,2009
Direct Operated,,24,,26319,1,2,1,2009
Direct Operated,,24,,284444,1,3,1,2009
Direct Operated,,24,,290920,1,4,1,2009
Direct Operated,,24,,667542,1,5,1,2009
Direct Operated,,24,,58533,1,6,1,2009
Direct Operated,,24,,10917,1,5,1,2009
Direct Operated,,24,,26,1,8,1,2009
Direct Operated,,24,,2037644,1,9,1,2009
Direct Operated,,24,,164656,1,10,1,2009
Direct Operated,,24,,25352,1,1,1,2010
Direct Operated,,24,,26352,1,2,1,2010
Direct Operated,,24,,284974,1,3,1,2010
Direct Operated,,24,,294598,1,4,1,2010
Direct Operated,,24,,632742,1,5,1,2010
Direct Operated,,24,,56790,1,6,1,2010
Direct Operated,,24,,13381,1,5,1,2010
Direct Operated,,24,,26.7,1,8,1,2010
Direct Operated,,24,,2115885,1,9,1,2010
Direct Operated,,24,,237032,1,10,1,2010
Direct Operated,,24,,24932,1,1,1,2018
Direct Operated,,24,,25929,1,2,1,2018
Direct Operated,,24,,309573,1,3,1,2018
Direct Operated,,24,,326229,1,4,1,2018
Direct Operated,,24,,632606,1,5,1,2018
Direct Operated,,24,,64302,1,6,1,2018
Direct Operated,,24,,7363,1,5,1,2018
Direct Operated,,24,,26.1,1,8,1,2018
Direct Operated,,24,,3259726,1,9,1,2018
Direct Operated,,24,,152847,1,10,1,2018
Direct Operated,,23,,14200,1,1,1,2017
Purchased Transportation,,23,,1119,1,1,1,2017
Direct Operated,,23,,15344,1,2,1,2017
Purchased Transportation,,23,,1161,1,2,1,2017
Direct Operated,,23,,376755,1,3,1,2017
Purchased Transportation,,23,,22866,1,3,1,2017
Direct Operated,,23,,400121,1,4,1,2017
Purchased Transportation,,23,,22594,1,4,1,2017
Direct Operated,,23,,41871,1,5,1,2017
Purchased Transportation,,23,,1368,1,5,1,2017
Direct Operated,,23,,43711,1,7,1,2017
Purchased Transportation,,23,,2905,1,7,1,2017
Direct Operated,,23,,8.1,1,8,1,2017
Purchased Transportation,,23,,0.54,1,8,1,2017
Direct Operated,,23,,1075463,1,9,1,2017
Purchased Transportation,,23,,46828,1,9,1,2017
Direct Operated,,23,,44410,1,10,1,2017
Purchased Transportation,,23,,1473,1,10,1,2017
Direct Operated,,23,,10455,1,1,1,2016
Purchased Transportation,,23,,282,1,1,1,2016
Direct Operated,,23,,10899,1,2,1,2016
Purchased Transportation,,23,,294,1,2,1,2016
Direct Operated,,23,,216640,1,3,1,2016
Purchased Transportation,,23,,6806,1,3,1,2016
Direct Operated,,23,,218645,1,4,1,2016
Purchased Transportation,,23,,6945,1,4,1,2016
Direct Operated,,23,,30495,1,5,1,2016
Purchased Transportation,,23,,341,1,5,1,2016
Direct Operated,,23,,25292,1,7,1,2016
Purchased Transportation,,23,,902,1,7,1,2016
Direct Operated,,23,,4,1,8,1,2016
Purchased Transportation,,23,,0.27,1,8,1,2016
Direct Operated,,23,,1099086,1,9,1,2016
Purchased Transportation,,23,,11480,1,9,1,2016
Direct Operated,,23,,54591,1,10,1,2016
Purchased Transportation,,23,,338,1,10,1,2016
Direct Operated,,23,,2007,1,1,1,2015
Direct Operated,,23,,2295,1,2,1,2015
Direct Operated,,23,,36350,1,3,1,2015
Direct Operated,,23,,36705,1,4,1,2015
Direct Operated,,23,,10669,1,5,1,2015
Direct Operated,,23,,4393,1,7,1,2015
Direct Operated,,23,,2.25,1,8,1,2015
Direct Operated,,23,,605520,1,9,1,2015
Direct Operated,,23,,12456,1,10,1,2015
Direct Operated,,23,,14136,1,1,1,2018
Purchased Transportation,,23,,1090,1,1,1,2018
Direct Operated,,23,,15361,1,2,1,2018
Purchased Transportation,,23,,1142,1,2,1,2018
Direct Operated,,23,,375550,1,3,1,2018
Purchased Transportation,,23,,26982,1,3,1,2018
Direct Operated,,23,,377353,1,4,1,2018
Purchased Transportation,,23,,27296,1,4,1,2018
Direct Operated,,23,,48514,1,5,1,2018
Purchased Transportation,,23,,2163,1,5,1,2018
Direct Operated,,23,,43070,1,7,1,2018
Purchased Transportation,,23,,2386,1,7,1,2018
Direct Operated,,23,,8.94,1,8,1,2018
Purchased Transportation,,23,,0.59,1,8,1,2018
Direct Operated,,23,,1071260,1,9,1,2018
Purchased Transportation,,23,,57462,1,9,1,2018
Direct Operated,,23,,54435,1,10,1,2018
Purchased Transportation,,23,,1912,1,10,1,2018
Direct Operated,,22,,405164,1,1,1,2017
Direct Operated,,22,,427478,1,2,1,2017
Direct Operated,,22,,5590733,1,3,1,2017
Direct Operated,,22,,6072737,1,4,1,2017
Direct Operated,,22,,10264971,1,5,1,2017
Direct Operated,,22,,1150359,1,6,1,2017
Direct Operated,,22,,398.4,1,8,1,2017
Direct Operated,,22,,49460108,1,9,1,2017
Direct Operated,,22,,8314345,1,10,1,2017
Direct Operated,,22,,397122,1,1,1,2016
Direct Operated,,22,,419346,1,2,1,2016
Direct Operated,,22,,5477713,1,3,1,2016
Direct Operated,,22,,5951216,1,4,1,2016
Direct Operated,,22,,10261816,1,5,1,2016
Direct Operated,,22,,1133980,1,6,1,2016
Direct Operated,,22,,365.4,1,8,1,2016
Direct Operated,,22,,45917132,1,9,1,2016
Direct Operated,,22,,7517135,1,10,1,2016
Direct Operated,,22,,395972,1,1,1,2015
Direct Operated,,22,,417631,1,2,1,2015
Direct Operated,,22,,5480629,1,3,1,2015
Direct Operated,,22,,5944531,1,4,1,2015
Direct Operated,,22,,10815736,1,5,1,2015
Direct Operated,,22,,1116968,1,6,1,2015
Direct Operated,,22,,380.4,1,8,1,2015
Direct Operated,,22,,46841435,1,9,1,2015
Direct Operated,,22,,7988366,1,10,1,2015
Direct Operated,,22,,392087,1,1,1,2014
Direct Operated,,22,,413755,1,2,1,2014
Direct Operated,,22,,5446828,1,3,1,2014
Direct Operated,,22,,5911102,1,4,1,2014
Direct Operated,,22,,11324434,1,5,1,2014
Direct Operated,,22,,1108898,1,6,1,2014
Direct Operated,,22,,371.92,1,8,1,2014
Direct Operated,,22,,45605199,1,9,1,2014
Direct Operated,,22,,8475543,1,10,1,2014
Direct Operated,,22,,383357,1,1,1,2013
Direct Operated,,22,,405312,1,2,1,2013
Direct Operated,,22,,5317034,1,3,1,2013
Direct Operated,,22,,5805943,1,4,1,2013
Direct Operated,,22,,11087049,1,5,1,2013
Direct Operated,,22,,1103570,1,6,1,2013
Direct Operated,,22,,363.5,1,8,1,2013
Direct Operated,,22,,44182679,1,9,1,2013
Direct Operated,,22,,9019785,1,10,1,2013
Direct Operated,,22,,381167,1,1,1,2012
Direct Operated,,22,,403109,1,2,1,2012
Direct Operated,,22,,5313529,1,3,1,2012
Direct Operated,,22,,5807094,1,4,1,2012
Direct Operated,,22,,11031338,1,5,1,2012
Direct Operated,,22,,1106166,1,6,1,2012
Direct Operated,,22,,362.1,1,8,1,2012
Direct Operated,,22,,43292761,1,9,1,2012
Direct Operated,,22,,8922422,1,10,1,2012
Direct Operated,,22,,397204,1,1,1,2011
Direct Operated,,22,,420015,1,2,1,2011
Direct Operated,,22,,5539541,1,3,1,2011
Direct Operated,,22,,6015815,1,4,1,2011
Direct Operated,,22,,10831987,1,5,1,2011
Direct Operated,,22,,1147204,1,6,1,2011
Direct Operated,,22,,374.18,1,8,1,2011
Direct Operated,,22,,43296209,1,9,1,2011
Direct Operated,,22,,8988852,1,10,1,2011
Direct Operated,,22,,369494,1,1,1,2005
Direct Operated,,22,,393257,1,2,1,2005
Direct Operated,,22,,5031171,1,3,1,2005
Direct Operated,,22,,5456420,1,4,1,2005
Direct Operated,,22,,7688002,1,5,1,2005
Direct Operated,,22,,1218639,1,6,1,2005
Direct Operated,,22,,333.4,1,8,1,2005
Direct Operated,,22,,31604725,1,9,1,2005
Direct Operated,,22,,5411522,1,10,1,2005
Direct Operated,,22,,402533,1,1,1,2006
Direct Operated,,22,,428879,1,2,1,2006
Direct Operated,,22,,5570692,1,3,1,2006
Direct Operated,,22,,6056478,1,4,1,2006
Direct Operated,,22,,8408678,1,5,1,2006
Direct Operated,,22,,1168176,1,6,1,2006
Direct Operated,,22,,373,1,8,1,2006
Direct Operated,,22,,35214363,1,9,1,2006
Direct Operated,,22,,5801634,1,10,1,2006
Direct Operated,,22,,406008,1,1,1,2007
Direct Operated,,22,,433459,1,2,1,2007
Direct Operated,,22,,5592842,1,3,1,2007
Direct Operated,,22,,6096018,1,4,1,2007
Direct Operated,,22,,9436662,1,5,1,2007
Direct Operated,,22,,1273570,1,6,1,2007
Direct Operated,,22,,373.4,1,8,1,2007
Direct Operated,,22,,37305903,1,9,1,2007
Direct Operated,,22,,6082747,1,10,1,2007
Direct Operated,,22,,414751,1,1,1,2008
Direct Operated,,22,,443604,1,2,1,2008
Direct Operated,,22,,5718006,1,3,1,2008
Direct Operated,,22,,6235562,1,4,1,2008
Direct Operated,,22,,11110476,1,5,1,2008
Direct Operated,,22,,1284000,1,6,1,2008
Direct Operated,,22,,425.53,1,8,1,2008
Direct Operated,,22,,43194327,1,9,1,2008
Direct Operated,,22,,7112748,1,10,1,2008
Direct Operated,,22,,418247,1,1,1,2009
Direct Operated,,22,,447279,1,2,1,2009
Direct Operated,,22,,5782329,1,3,1,2009
Direct Operated,,22,,6307479,1,4,1,2009
Direct Operated,,22,,11152841,1,5,1,2009
Direct Operated,,22,,1261087,1,6,1,2009
Direct Operated,,22,,388.99,1,8,1,2009
Direct Operated,,22,,41537202,1,9,1,2009
Direct Operated,,22,,7127521,1,10,1,2009
Direct Operated,,22,,414364,1,1,1,2010
Direct Operated,,22,,442366,1,2,1,2010
Direct Operated,,22,,5772668,1,3,1,2010
Direct Operated,,22,,6287383,1,4,1,2010
Direct Operated,,22,,10710528,1,5,1,2010
Direct Operated,,22,,1180835,1,6,1,2010
Direct Operated,,22,,384.98,1,8,1,2010
Direct Operated,,22,,43709912,1,9,1,2010
Direct Operated,,22,,8382949,1,10,1,2010
Direct Operated,,22,,427387,1,1,1,2018
Direct Operated,,22,,450904,1,2,1,2018
Direct Operated,,22,,5850424,1,3,1,2018
Direct Operated,,22,,6358016,1,4,1,2018
Direct Operated,,22,,10069599,1,5,1,2018
Direct Operated,,22,,1185597,1,6,1,2018
Direct Operated,,22,,420.2,1,8,1,2018
Direct Operated,,22,,52780312,1,9,1,2018
Direct Operated,,22,,9356618,1,10,1,2018
Direct Operated,,21,,58923,1,1,1,2017
Direct Operated,,21,,61616,1,2,1,2017
Direct Operated,,21,,885452,1,3,1,2017
Direct Operated,,21,,945349,1,4,1,2017
Direct Operated,,21,,554403,1,5,1,2017
Direct Operated,,21,,160164,1,6,1,2017
Direct Operated,,21,,54.37,1,8,1,2017
Direct Operated,,21,,6373559,1,9,1,2017
Direct Operated,,21,,309037,1,10,1,2017
Direct Operated,,21,,56983,1,1,1,2016
Direct Operated,,21,,59417,1,2,1,2016
Direct Operated,,21,,858705,1,3,1,2016
Direct Operated,,21,,918416,1,4,1,2016
Direct Operated,,21,,578638,1,5,1,2016
Direct Operated,,21,,152325,1,6,1,2016
Direct Operated,,21,,50,1,8,1,2016
Direct Operated,,21,,5674801,1,9,1,2016
Direct Operated,,21,,296409,1,10,1,2016
Direct Operated,,21,,49732,1,1,1,2015
Direct Operated,,21,,52146,1,2,1,2015
Direct Operated,,21,,754082,1,3,1,2015
Direct Operated,,21,,801681,1,4,1,2015
Direct Operated,,21,,646315,1,5,1,2015
Direct Operated,,21,,129743,1,6,1,2015
Direct Operated,,21,,42.6,1,8,1,2015
Direct Operated,,21,,4858156,1,9,1,2015
Direct Operated,,21,,328434,1,10,1,2015
Direct Operated,,21,,48172,1,1,1,2014
Direct Operated,,21,,50798,1,2,1,2014
Direct Operated,,21,,730757,1,3,1,2014
Direct Operated,,21,,767583,1,4,1,2014
Direct Operated,,21,,668716,1,5,1,2014
Direct Operated,,21,,125567,1,6,1,2014
Direct Operated,,21,,42.7,1,8,1,2014
Direct Operated,,21,,4877992,1,9,1,2014
Direct Operated,,21,,349951,1,10,1,2014
Direct Operated,,21,,48715,1,1,1,2013
Direct Operated,,21,,51155,1,2,1,2013
Direct Operated,,21,,731169,1,3,1,2013
Direct Operated,,21,,754765,1,4,1,2013
Direct Operated,,21,,625234,1,5,1,2013
Direct Operated,,21,,120968,1,6,1,2013
Direct Operated,,21,,50.4,1,8,1,2013
Direct Operated,,21,,4978898,1,9,1,2013
Direct Operated,,21,,310058,1,10,1,2013
Direct Operated,,21,,40686,1,1,1,2012
Direct Operated,,21,,44750,1,2,1,2012
Direct Operated,,21,,593904,1,3,1,2012
Direct Operated,,21,,637846,1,4,1,2012
Direct Operated,,21,,565530,1,5,1,2012
Direct Operated,,21,,125073,1,6,1,2012
Direct Operated,,21,,50.1,1,8,1,2012
Direct Operated,,21,,4052712,1,9,1,2012
Direct Operated,,21,,389134,1,10,1,2012
Direct Operated,,21,,47983,1,1,1,2011
Direct Operated,,21,,51878,1,2,1,2011
Direct Operated,,21,,824646,1,3,1,2011
Direct Operated,,21,,896703,1,4,1,2011
Direct Operated,,21,,624618,1,5,1,2011
Direct Operated,,21,,156883,1,6,1,2011
Direct Operated,,21,,45.8,1,8,1,2011
Direct Operated,,21,,7463367,1,9,1,2011
Direct Operated,,21,,414634,1,10,1,2011
Direct Operated,,21,,25191,1,1,1,2005
Direct Operated,,21,,28046,1,2,1,2005
Direct Operated,,21,,418015,1,3,1,2005
Direct Operated,,21,,444752,1,4,1,2005
Direct Operated,,21,,271499,1,5,1,2005
Direct Operated,,21,,71396,1,6,1,2005
Direct Operated,,21,,18.7,1,8,1,2005
Direct Operated,,21,,2197718,1,9,1,2005
Direct Operated,,21,,94623,1,10,1,2005
Direct Operated,,21,,32284,1,1,1,2006
Direct Operated,,21,,35479,1,2,1,2006
Direct Operated,,21,,573026,1,3,1,2006
Direct Operated,,21,,619976,1,4,1,2006
Direct Operated,,21,,372486,1,5,1,2006
Direct Operated,,21,,97850,1,6,1,2006
Direct Operated,,21,,21,1,8,1,2006
Direct Operated,,21,,2717678,1,9,1,2006
Direct Operated,,21,,116544,1,10,1,2006
Direct Operated,,21,,34835,1,1,1,2007
Direct Operated,,21,,37330,1,2,1,2007
Direct Operated,,21,,657845,1,3,1,2007
Direct Operated,,21,,709208,1,4,1,2007
Direct Operated,,21,,422258,1,5,1,2007
Direct Operated,,21,,117875,1,6,1,2007
Direct Operated,,21,,23.2,1,8,1,2007
Direct Operated,,21,,3338987,1,9,1,2007
Direct Operated,,21,,219576,1,10,1,2007
Direct Operated,,21,,34473,1,1,1,2008
Direct Operated,,21,,37062,1,2,1,2008
Direct Operated,,21,,654458,1,3,1,2008
Direct Operated,,21,,705409,1,4,1,2008
Direct Operated,,21,,501664,1,5,1,2008
Direct Operated,,21,,123048,1,6,1,2008
Direct Operated,,21,,39.6495,1,8,1,2008
Direct Operated,,21,,3822378,1,9,1,2008
Direct Operated,,21,,296629,1,10,1,2008
Direct Operated,,21,,38295,1,1,1,2009
Direct Operated,,21,,40615,1,2,1,2009
Direct Operated,,21,,703460,1,3,1,2009
Direct Operated,,21,,756974,1,4,1,2009
Direct Operated,,21,,508212,1,5,1,2009
Direct Operated,,21,,139362,1,6,1,2009
Direct Operated,,21,,42.5,1,8,1,2009
Direct Operated,,21,,4206148,1,9,1,2009
Direct Operated,,21,,343323,1,10,1,2009
Direct Operated,,21,,41762,1,1,1,2010
Direct Operated,,21,,45515,1,2,1,2010
Direct Operated,,21,,732132,1,3,1,2010
Direct Operated,,21,,800735,1,4,1,2010
Direct Operated,,21,,544518,1,5,1,2010
Direct Operated,,21,,149370,1,6,1,2010
Direct Operated,,21,,43.7,1,8,1,2010
Direct Operated,,21,,4358036,1,9,1,2010
Direct Operated,,21,,376764,1,10,1,2010
Direct Operated,,21,,61192,1,1,1,2018
Direct Operated,,21,,63567,1,2,1,2018
Direct Operated,,21,,873956,1,3,1,2018
Direct Operated,,21,,935017,1,4,1,2018
Direct Operated,,21,,591047,1,5,1,2018
Direct Operated,,21,,165770,1,6,1,2018
Direct Operated,,21,,60.46,1,8,1,2018
Direct Operated,,21,,6919109,1,9,1,2018
Direct Operated,,21,,332209,1,10,1,2018
Direct Operated,,20,,26372,1,1,1,2017
Direct Operated,,20,,27370,1,2,1,2017
Direct Operated,,20,,344310,1,3,1,2017
Direct Operated,,20,,355067,1,4,1,2017
Direct Operated,,20,,377835,1,5,1,2017
Direct Operated,,20,,77957,1,6,1,2017
Direct Operated,,20,,18.93,1,8,1,2017
Direct Operated,,20,,3033187,1,9,1,2017
